age,gender,marital_status,education,employment_status,years_employed,annual_income,monthly_income,credit_score,credit_history_length,num_credit_accounts,existing_debt,monthly_debt_payments,debt_to_income_ratio,loan_amount,loan_term_months,loan_purpose,owns_property,property_value,has_bank_account,years_with_bank,previous_loans,previous_loan_defaults,state,area_type,has_coapplicant,coapplicant_income,total_household_income,loan_approved,application_date
34,Female,Single,Some College,Employed,4.1,66010.45,5500.87,441.0,11.9,5,5786.23,173.58678531126574,0.032,27284.55,72,Auto,False,,False,0.0,2,0,Other,Urban,False,0.0,66010.4476820226,1,2025-07-16 12:07:44.875501
40,Female,Single,Bachelor's,Employed,1.5,47081.13,3923.43,611.0,2.5,4,7202.57,216.07720090362582,0.055,33388.82,24,Home Improvement,False,0.0,True,3.0,1,0,TX,Urban,True,36412.84199309047,83493.97136719905,1,2024-10-21 12:07:44.875501
35,Male,Widowed,High School,Employed,0.2,51934.92,4327.91,825.0,13.4,1,2616.02,78.480579940541,0.018,30402.97,24,Debt Consolidation,True,133974.36,True,4.9,1,0,FL,Suburban,False,0.0,51934.91559238051,1,2025-03-23 12:07:44.875501
19,Female,Widowed,Bachelor's,Employed,2.0,51989.45,4332.45,664.0,3.4,3,1807.02,54.21051134807137,0.013,28866.26,24,Medical,True,321788.11,True,1.6,1,0,GA,Urban,False,0.0,51989.45015312184,1,2023-10-14 12:07:44.875501
46,Male,Married,Some College,Self-employed,4.3,31373.29,2614.44,660.0,3.0,2,26022.72,780.6815525583535,0.299,1000.0,36,Debt Consolidation,True,362701.33,True,1.4,1,0,CA,Suburban,False,0.0,31373.291929600797,1,2024-12-15 12:07:44.875501
29,Male,Divorced,Some College,Employed,0.2,74021.62,6168.47,749.0,15.9,1,70746.49,2122.394745025127,0.344,23206.09,48,Debt Consolidation,True,,True,2.7,1,0,OH,Urban,False,0.0,74021.61852042665,1,2023-12-06 12:07:44.875501
18,Male,Single,Some College,Self-employed,4.7,56593.38,4716.12,685.0,16.5,6,29118.77,873.5631576686594,0.185,23765.82,72,Business,True,224887.28,True,0.7,0,0,Other,Urban,False,0.0,56593.38014779988,1,2024-07-25 12:07:44.875501
29,Female,Widowed,Some College,Employed,3.7,32206.61,2683.88,571.0,4.1,1,9343.91,280.31744389969487,0.104,33180.73,60,Auto,True,179020.85,True,4.8,0,0,IL,Urban,False,0.0,32206.6083620145,1,2024-05-22 12:07:44.875501
53,Male,Single,High School,Retired,7.6,7098.84,591.57,652.0,0.1,1,10200.96,306.0287312998286,0.517,45812.41,12,Auto,True,301625.39,True,7.1,1,0,Other,Urban,True,40039.70877653864,47138.55250277733,1,2024-08-03 12:07:44.875501
45,Male,Single,Advanced,Employed,0.1,31459.98,2621.66,536.0,1.7,4,19488.83,584.665024448444,0.223,21113.03,84,Business,True,112484.95,True,6.2,1,0,Other,Suburban,True,21572.420715254357,53032.399961096686,0,2024-01-03 12:07:44.875501
30,Male,Single,Bachelor's,Retired,7.6,18718.38,1559.86,668.0,19.2,3,50304.27,1509.1281215380934,0.967,19825.69,36,Debt Consolidation,True,278319.64,True,2.3,0,0,IL,Suburban,False,0.0,18718.37964396751,1,2024-10-24 12:07:44.875501
30,Male,Married,Some College,Employed,3.7,79652.32,6637.69,566.0,18.3,2,5655.72,169.67174575311606,0.026,26957.96,96,Debt Consolidation,False,0.0,True,13.8,2,0,Other,Suburban,False,0.0,79652.31990360466,0,2025-02-14 12:07:44.875501
31,Male,Married,Bachelor's,Employed,2.3,42137.44,3511.45,742.0,4.8,2,15801.84,474.0550937065044,0.135,25326.72,72,Business,True,275820.43,True,0.8,0,0,OH,Urban,False,0.0,42137.438669166666,1,2023-09-08 12:07:44.875501
59,Female,Single,Bachelor's,Employed,16.8,86844.01,7237.0,598.0,2.9,5,17276.07,518.2821308413304,0.072,31486.97,84,Personal,False,0.0,True,0.0,2,0,Other,Suburban,True,37235.72445991654,124079.73077153305,0,2025-07-11 12:07:44.875501
39,Male,Widowed,Advanced,Employed,0.9,61600.14,5133.35,567.0,2.9,5,66922.37,2007.6712042966772,0.391,32936.21,36,Debt Consolidation,True,174844.14,True,1.0,1,0,Other,Urban,True,66026.51851942774,127626.66313574756,1,2025-03-15 12:07:44.875501
40,Female,Single,Some College,Unemployed,3.9,2373.93,197.83,638.0,18.2,3,19205.01,576.1501948756605,2.0,22358.27,12,Business,True,148366.09,True,9.0,1,0,Other,Urban,False,0.0,2373.929296016972,1,2024-12-23 12:07:44.875501
47,Male,Single,Some College,Employed,1.9,36482.2,3040.18,686.0,3.1,0,37950.96,1138.528822317764,0.374,32488.6,36,Debt Consolidation,True,356890.9,True,10.9,1,0,NY,Urban,False,0.0,36482.198607892875,1,2024-11-03 12:07:44.875501
37,Male,Married,Advanced,Employed,3.7,31694.31,2641.19,529.0,5.7,1,2297.43,68.92298112817282,0.026,21718.41,60,Auto,True,279519.42,True,10.2,1,0,TX,Suburban,True,33644.89924282341,65339.21322564989,1,2023-11-01 12:07:44.875501
31,Male,Married,Some College,Employed,4.0,29592.57,2466.05,597.0,10.5,1,9897.41,296.9223398939502,0.12,3243.26,48,Other,False,0.0,True,2.7,0,0,OH,Suburban,False,0.0,29592.567864650628,1,2024-03-17 12:07:44.875501
32,Male,Divorced,High School,Employed,0.5,25828.03,2152.34,660.0,1.9,1,23631.63,708.9488228424804,0.329,7656.71,48,Business,True,134019.85,True,14.5,1,0,Other,Suburban,False,0.0,25828.031009985323,1,2025-02-18 12:07:44.875501
34,Male,Married,High School,Employed,5.4,9539.14,794.93,783.0,2.3,0,28302.0,849.0599475827048,1.068,1000.0,60,Education,True,305088.0,True,15.4,0,0,NY,Suburban,False,0.0,9539.138120299742,1,2024-09-11 12:07:44.875501
34,Male,Married,High School,Employed,5.0,64204.74,5350.39,397.0,3.5,1,54116.74,1623.5022322230411,0.303,49940.62,60,Debt Consolidation,False,0.0,True,12.0,2,0,NY,Suburban,True,65347.550736650315,129552.28783768593,1,2025-06-05 12:07:44.875501
43,Female,Single,Advanced,Employed,7.3,70486.44,5873.87,711.0,8.5,3,22315.8,669.4741332715944,0.114,44278.82,48,Personal,False,0.0,True,9.4,3,1,CA,Suburban,False,0.0,70486.44278577933,1,2025-01-29 12:07:44.875501
35,Female,Married,Some College,Employed,0.5,32646.99,2720.58,611.0,13.6,5,8547.45,256.4233675498484,0.094,40520.55,72,Debt Consolidation,True,123256.94,True,12.9,0,0,Other,Suburban,True,44802.76445008035,77449.75314895452,1,2025-06-08 12:07:44.875501
43,Male,Widowed,Advanced,Employed,1.8,70765.7,5897.14,600.0,6.3,4,19364.1,580.9228866461125,0.099,21754.2,60,Education,True,380332.98,True,7.5,3,0,Other,Urban,True,65942.33638744529,136708.0377947134,1,2024-12-02 12:07:44.875501
34,Male,Single,Advanced,Employed,5.3,43277.51,3606.46,581.0,1.1,0,31079.11,932.3731625892904,0.259,39650.16,84,Auto,True,418456.71,True,23.3,0,0,Other,Suburban,False,0.0,43277.50976530639,1,2023-10-29 12:07:44.875501
35,Male,Divorced,Bachelor's,Employed,0.7,0.0,0.0,613.0,4.7,1,38351.91,1150.5572432705517,0.0,38466.8,96,Auto,True,202455.2,True,7.0,0,0,NC,Suburban,False,0.0,0.0,0,2024-04-02 12:07:44.875501
18,Male,Married,High School,Employed,5.7,87307.07,7275.59,712.0,1.1,2,72322.3,2169.6688522141603,0.298,3187.4,36,Debt Consolidation,True,170764.32,True,1.3,0,0,Other,Suburban,False,0.0,87307.0661316248,1,2024-06-06 12:07:44.875501
45,Male,Single,High School,Employed,0.3,43033.6,3586.13,596.0,0.7,3,5291.27,158.73798881567302,0.044,13206.5,48,Debt Consolidation,False,0.0,True,1.4,0,0,CA,Urban,False,0.0,43033.59802683295,1,2025-03-22 12:07:44.875501
39,Female,Widowed,Bachelor's,Unemployed,2.0,4204.17,350.35,815.0,7.1,2,27039.84,811.1950627187184,2.0,33062.27,12,Business,True,150270.87,True,3.9,0,0,Other,Rural,False,0.0,4204.171313507518,1,2024-01-19 12:07:44.875501
46,Male,Married,Bachelor's,Employed,9.4,12453.87,1037.82,712.0,25.0,0,5588.24,167.64717766398763,0.162,17663.63,12,Auto,True,136445.3,True,8.9,3,0,GA,Urban,False,0.0,12453.874143096467,1,2024-06-27 12:07:44.875501
18,Male,Single,Bachelor's,Retired,7.4,8851.48,737.62,669.0,14.5,4,9563.46,286.90382832142654,0.389,14391.41,60,Education,False,0.0,True,1.1,1,0,Other,Rural,False,0.0,8851.481802745473,1,2024-11-28 12:07:44.875501
60,Male,Single,Bachelor's,Employed,5.2,91398.82,7616.57,633.0,11.9,2,3851.07,115.53195090348981,0.015,37354.25,12,Business,True,249900.08,True,1.5,1,0,Other,Suburban,True,32394.474645573762,123793.2970957817,1,2025-08-22 12:07:44.875501
33,Male,Single,Advanced,Self-employed,10.2,124860.48,10405.04,768.0,10.4,6,37069.44,1112.0832764959066,0.107,12575.34,12,Business,True,210661.99,True,0.6,1,0,Other,Urban,True,57188.89390623137,182049.37662874354,1,2025-01-15 12:07:44.875501
48,Female,Divorced,Bachelor's,Employed,6.2,71570.73,5964.23,783.0,18.2,3,61335.06,1840.051805179493,0.309,62224.03,48,Medical,False,0.0,True,1.3,0,0,PA,Rural,False,0.0,71570.73079197686,0,2024-01-09 12:07:44.875501
22,Male,Married,Bachelor's,Employed,3.7,30468.31,2539.03,533.0,11.2,4,759.65,22.789357827912877,0.009,48914.09,36,Business,True,149395.51,True,1.7,0,0,IL,Urban,False,0.0,30468.305154984097,1,2023-10-06 12:07:44.875501
42,Male,Divorced,Advanced,Employed,19.5,104259.32,8688.28,579.0,7.9,3,41984.18,1259.5253422735361,0.145,21798.09,24,Business,True,125294.48,True,5.7,0,0,TX,Urban,False,0.0,104259.32368740227,1,2025-06-13 12:07:44.875501
22,Female,Single,High School,Employed,5.9,47196.52,3933.04,713.0,3.6,2,6918.73,207.5619238728013,0.053,43744.1,96,Debt Consolidation,True,124514.73,True,3.4,0,0,Other,Suburban,False,0.0,47196.521887109644,1,2025-05-22 12:07:44.875501
27,Male,Single,Some College,Unemployed,4.6,5678.86,473.24,743.0,0.9,2,16685.49,500.56456126315476,1.058,27798.01,12,Business,True,261756.03,True,0.7,4,0,Other,Urban,False,0.0,5678.864007032763,1,2024-05-09 12:07:44.875501
57,Female,Single,High School,Employed,2.6,47138.74,3928.23,619.0,4.9,5,34479.91,1034.397247929653,0.263,18762.52,60,Debt Consolidation,False,0.0,True,1.2,1,0,Other,Urban,True,65455.00354594527,112593.7386570372,1,2025-09-02 12:07:44.875501
32,Female,Married,High School,Employed,11.6,15888.21,1324.02,575.0,20.7,0,17673.77,530.2129918184879,0.4,54671.02,24,Debt Consolidation,True,216122.09,True,5.1,2,1,Other,Urban,True,46482.3350316582,62370.540077640544,1,2024-02-16 12:07:44.875501
37,Male,Widowed,Bachelor's,Employed,1.8,28640.46,2386.7,657.0,7.0,1,6574.73,197.2419962650312,0.083,30857.05,12,Auto,True,227306.72,True,1.0,1,0,Other,Urban,False,0.0,28640.45908356848,1,2024-07-21 12:07:44.875501
45,Female,Married,Some College,Retired,0.0,14326.43,1193.87,797.0,1.6,3,59155.62,1774.6686209808336,1.486,11582.53,84,Business,True,195374.49,True,9.1,0,0,FL,Rural,False,0.0,14326.429201859795,1,2025-03-24 12:07:44.875501
40,Male,Single,Bachelor's,Employed,1.1,412329.65,5763.34,654.0,8.4,3,22509.37,675.2810057174192,0.117,31900.89,36,Auto,False,0.0,True,0.7,2,0,Other,Suburban,False,0.0,69160.0735657285,1,2023-09-21 12:07:44.875501
36,Male,Divorced,Advanced,Employed,0.6,29108.77,2425.73,523.0,5.0,1,66933.99,2008.0198169922546,0.828,50161.81,72,Home Improvement,False,0.0,True,1.5,0,0,PA,Rural,False,0.0,29108.7658616782,0,2025-03-25 12:07:44.875501
39,Male,Married,Some College,Employed,1.9,41843.76,3486.98,660.0,21.4,2,46874.4,1406.2319283274455,0.403,25035.29,12,Home Improvement,True,262153.28,False,0.0,2,0,PA,Urban,False,0.0,41843.76453100457,0,2024-10-28 12:07:44.875501
63,Male,Single,Bachelor's,Employed,8.7,51114.59,4259.55,728.0,1.4,6,52305.6,1569.1680233639327,0.368,28143.54,60,Auto,False,0.0,True,5.3,0,0,Other,Suburban,False,0.0,51114.590776412886,1,2023-12-11 12:07:44.875501
34,Female,Divorced,High School,Self-employed,5.3,63220.6,5268.38,,10.0,4,11224.17,336.72512875349145,0.064,20504.04,84,Personal,False,0.0,True,31.7,0,0,TX,Suburban,True,19823.27684930243,83043.87888439193,1,2024-04-24 12:07:44.875501
37,Female,Single,Some College,Self-employed,0.9,68572.91,5714.41,775.0,9.2,1,109183.63,3275.509034423027,0.573,30279.62,36,Other,True,282182.43,True,1.2,2,0,Other,Urban,False,0.0,68572.90516912552,1,2024-01-01 12:07:44.875501
47,Female,Single,Bachelor's,Employed,7.8,32775.03,2731.25,736.0,32.9,2,47830.3,1434.9088939975434,0.525,10333.15,60,Business,False,0.0,True,0.6,1,1,TX,Urban,False,0.0,32775.02956085308,0,2024-12-22 12:07:44.875501
48,Female,Single,Advanced,Employed,3.5,102613.84,8551.15,643.0,6.7,3,10297.41,308.92217309738345,0.036,13067.16,60,Home Improvement,True,175360.91,True,0.6,0,0,Other,Suburban,False,0.0,102613.84040666986,1,2024-01-05 12:07:44.875501
49,Male,Married,Some College,Unemployed,3.6,2406.17,200.51,654.0,16.4,2,56684.15,1700.524648593981,2.0,19864.81,60,Auto,False,0.0,True,19.2,1,0,CA,Suburban,True,40749.628851263675,43155.79715951315,0,2025-07-01 12:07:44.875501
42,Male,Single,High School,Employed,2.2,57475.83,4789.65,465.0,0.2,3,35192.33,1055.7697568179656,0.22,27515.25,60,Auto,True,335523.42,True,7.2,3,0,Other,Urban,False,0.0,57475.831070412,1,2024-02-11 12:07:44.875501
21,Male,Single,Some College,Retired,10.0,14038.96,1169.91,771.0,1.0,1,32287.06,968.6119357233962,0.828,41686.51,60,Education,True,109836.16,True,2.9,1,0,Other,Urban,False,0.0,14038.956731891534,1,2025-01-29 12:07:44.875501
54,Male,Single,High School,Employed,1.9,42622.82,3551.9,617.0,3.4,3,156.13,4.683968819669854,0.001,22792.52,36,Home Improvement,False,0.0,True,3.4,2,0,FL,Rural,False,0.0,42622.81525493396,1,2024-07-01 12:07:44.875501
21,Male,Married,Some College,Self-employed,0.5,58881.33,4906.78,610.0,7.7,3,570.66,17.11985290701994,0.003,37411.7,48,Business,True,346019.31,True,8.4,1,0,CA,Rural,False,0.0,58881.32913825299,1,2025-02-09 12:07:44.875501
38,Female,Widowed,Bachelor's,Self-employed,1.8,71219.48,5934.96,595.0,4.8,1,29669.09,890.0726375974655,0.15,18395.76,84,Business,True,172702.25,True,6.7,0,0,CA,Suburban,True,53577.55852353471,124797.0349582469,1,2025-08-29 12:07:44.875501
25,Male,Married,High School,Employed,6.3,50791.99,4232.67,695.0,1.8,1,8166.93,245.00799495458935,0.058,33830.49,36,Auto,True,196361.82,True,3.1,1,0,TX,Suburban,False,0.0,50791.98717495313,1,2024-06-12 12:07:44.875501
34,Male,Single,Bachelor's,Retired,5.4,25444.84,2120.4,537.0,7.1,5,1507.51,45.2253136808592,0.021,42984.75,48,Education,True,268298.22,True,8.2,1,0,Other,Urban,True,29061.813358570107,54506.6569403852,1,2024-11-05 12:07:44.875501
38,Male,Single,Bachelor's,Employed,1.0,72240.28,6020.02,551.0,6.7,3,8420.09,252.60283249056783,0.042,23272.77,84,Debt Consolidation,True,104549.15,True,2.9,1,0,Other,Urban,False,0.0,72240.28085715185,1,2025-01-13 12:07:44.875501
38,Female,Single,Bachelor's,Self-employed,0.6,78265.97,6522.16,644.0,5.9,4,45490.01,1364.7002250294686,0.209,30269.01,72,Auto,True,66415.93,True,4.2,0,0,CA,Suburban,False,0.0,78265.9669531116,1,2025-01-02 12:07:44.875501
40,Female,Single,High School,Retired,5.4,7907.49,658.96,587.0,0.8,6,15900.83,477.02495509469844,0.724,16204.92,36,Debt Consolidation,True,171431.63,True,13.3,1,0,Other,Rural,False,0.0,7907.4863428746,1,2024-05-13 12:07:44.875501
54,Female,Married,Advanced,Employed,5.6,72014.78,6001.23,683.0,20.9,2,23900.44,717.0132342549839,0.119,33796.61,96,Business,True,206456.37,True,0.9,1,0,Other,Suburban,True,59532.846918478106,131547.62285698578,1,2024-12-17 12:07:44.875501
40,Male,Married,Some College,Employed,2.3,34850.34,2904.2,591.0,7.2,4,40299.2,1208.9761366683897,0.416,1000.0,60,Personal,False,0.0,True,4.0,2,0,Other,Suburban,False,0.0,34850.341754904,0,2025-03-24 12:07:44.875501
32,Female,Married,Advanced,Employed,9.3,36159.18,3013.26,809.0,2.5,2,9765.93,292.9779700131952,0.097,1000.0,36,Auto,False,0.0,True,0.7,1,0,Other,Urban,False,0.0,36159.17557441063,1,2024-02-02 12:07:44.875501
46,Male,Married,Some College,Self-employed,19.1,47739.46,3978.29,719.0,9.3,3,280.21,8.406366979279333,0.002,33591.99,36,Debt Consolidation,True,124327.93,True,0.3,1,0,IL,Urban,False,0.0,47739.45831817032,1,2024-10-03 12:07:44.875501
49,Female,Single,Bachelor's,Self-employed,1.2,70837.42,5903.12,718.0,3.1,6,9763.96,292.9187969935856,0.05,1000.0,48,Medical,False,0.0,True,23.7,1,0,CA,Rural,True,14470.687951810705,85308.1077663371,0,2024-03-20 12:07:44.875501
20,Male,Single,Some College,Employed,4.3,49494.15,4124.51,589.0,5.6,0,78477.59,2354.32776713044,0.571,17665.9,36,Home Improvement,True,320581.46,True,5.8,0,0,CA,Urban,True,44696.10282003052,94190.25332381064,1,2025-05-12 12:07:44.875501
42,Male,Married,Some College,Self-employed,0.0,76810.13,6400.84,850.0,3.3,7,16458.26,493.74776520433466,0.077,46050.68,72,Home Improvement,False,0.0,True,26.4,2,0,Other,Urban,True,43826.25985822912,120636.39435325892,1,2025-02-08 12:07:44.875501
43,Male,Single,High School,Employed,6.2,60916.95,5076.41,606.0,17.0,3,21088.07,632.6420529662494,0.125,37958.68,84,Education,True,358958.05,True,13.7,0,0,NC,Suburban,True,19498.608421073786,80415.55432461902,0,2024-01-24 12:07:44.875501
31,Female,Single,Some College,Employed,2.7,51053.05,4254.42,578.0,40.9,2,35722.67,1071.6802177360694,0.252,60923.59,36,Business,True,181256.28,True,29.5,2,0,Other,Suburban,False,0.0,51053.05495363241,1,2023-11-17 12:07:44.875501
51,Male,Single,Advanced,Employed,1.1,78444.77,6537.06,720.0,1.4,4,3052.31,91.56926877506858,0.014,26130.83,12,Education,True,144476.71,True,19.1,0,0,Other,Suburban,False,0.0,78444.76580224464,1,2024-06-15 12:07:44.875501
33,Female,Single,Bachelor's,Employed,7.0,57096.8,4758.07,669.0,0.2,3,33100.46,993.0137047275738,0.209,23758.97,60,Business,True,196866.86,True,14.8,0,0,Other,Urban,False,0.0,57096.79872986442,0,2024-11-04 12:07:44.875501
36,Male,Single,High School,Employed,8.3,52275.61,4356.3,568.0,2.0,3,8836.8,265.10410855020615,0.061,25152.17,96,Debt Consolidation,False,0.0,True,9.0,1,0,PA,Urban,False,0.0,52275.60741839336,1,2024-08-20 12:07:44.875501
32,Male,Divorced,Bachelor's,Employed,0.6,65713.74,5476.14,850.0,7.1,2,12282.17,368.4651847491046,0.067,11127.39,60,Business,False,0.0,True,9.3,0,0,NY,Suburban,False,0.0,65713.73905441542,1,2025-02-07 12:07:44.875501
35,Male,Divorced,Advanced,Employed,0.2,63583.31,5298.61,747.0,1.5,4,7850.3,235.50912949204172,0.044,21802.39,12,Auto,True,231851.14,True,20.0,1,0,NY,Urban,True,60478.03385556898,124061.34341526608,1,2024-06-06 12:07:44.875501
21,Male,Single,Bachelor's,Self-employed,2.0,122812.34,10234.36,,13.3,2,4167.47,125.02416306456605,0.012,6092.1,72,Other,True,188065.9,True,26.4,0,0,Other,Suburban,False,0.0,122812.33976891355,1,2023-09-09 12:07:44.875501
18,Male,Single,High School,Employed,4.9,31261.07,2605.09,850.0,4.2,2,11214.33,336.4298325982089,0.129,42596.34,36,Personal,True,301558.71,True,20.2,0,0,Other,Suburban,False,0.0,31261.0661849309,1,2024-06-22 12:07:44.875501
54,Male,Married,Advanced,Employed,7.9,102815.88,8567.99,731.0,7.5,4,2485.54,74.5660973819714,0.009,36076.72,24,Business,False,0.0,True,4.6,0,0,Other,Urban,True,30921.207869909656,133737.08874432644,1,2024-07-08 12:07:44.875501
24,Female,Single,Some College,Employed,3.9,20622.73,1718.56,648.0,4.9,0,46572.48,1397.1744859357534,0.813,7592.82,36,Debt Consolidation,True,200860.94,True,14.7,1,0,FL,Urban,False,0.0,20622.72732611513,0,2025-04-30 12:07:44.875501
23,Male,Single,Bachelor's,Unemployed,4.3,7289.96,607.5,850.0,18.7,3,9130.15,273.9045138835854,0.451,15024.44,60,Debt Consolidation,False,0.0,False,0.0,0,0,GA,Urban,False,0.0,7289.956380193202,1,2025-04-22 12:07:44.875501
18,Female,Single,Bachelor's,Employed,8.0,86604.5,7217.04,715.0,0.3,3,26505.28,795.1583240351637,0.11,30858.61,84,Auto,True,264227.32,True,5.8,2,0,PA,Suburban,True,13819.589663516534,100424.09340150698,1,2025-07-13 12:07:44.875501
27,Female,Single,Advanced,Self-employed,3.8,18494.76,1541.23,711.0,10.5,4,8799.14,263.97406223792973,0.171,29066.73,84,Auto,True,202493.49,True,12.2,1,0,NY,Suburban,False,0.0,18494.7649845529,1,2025-01-20 12:07:44.875501
19,Female,Married,Advanced,Unemployed,4.7,6861.27,571.77,611.0,8.4,2,5915.35,177.4604422216196,0.31,9257.43,36,Home Improvement,True,163802.0,True,12.4,2,0,CA,Urban,True,59916.740949434505,66778.01243937775,1,2024-02-06 12:07:44.875501
54,Male,Divorced,Advanced,Employed,3.6,83600.77,6966.73,654.0,8.4,0,31264.13,937.9239222617989,0.135,25991.61,24,Auto,True,142148.77,False,0.0,0,0,Other,Urban,False,0.0,83600.76507234514,0,2024-12-07 12:07:44.875501
47,Male,Single,High School,Employed,10.6,377393.14,3669.28,608.0,4.3,1,24454.41,733.6322224911374,0.2,33569.68,12,Debt Consolidation,True,255951.73,True,12.3,2,0,NY,Suburban,True,48749.15597832017,92780.57364436923,1,2025-03-11 12:07:44.875501
26,Male,Single,Advanced,Self-employed,1.3,89798.47,7483.21,793.0,0.1,1,6150.87,184.52604793846962,0.025,34000.33,96,Home Improvement,True,162269.19,True,3.9,0,0,PA,Suburban,True,32505.76912615997,122304.23431709723,1,2025-01-14 12:07:44.875501
62,Female,Single,High School,Employed,1.5,42179.57,3514.96,489.0,9.3,2,23674.94,710.2483313903756,0.202,50269.84,60,Home Improvement,False,0.0,False,0.0,1,0,Other,Urban,True,34197.90444108098,76377.47503910761,1,2024-08-25 12:07:44.875501
46,Female,Single,Some College,Employed,0.7,25303.54,2108.63,786.0,14.2,2,125.36,3.760670996502446,0.002,28750.93,24,Auto,True,244260.59,True,2.0,1,0,Other,Suburban,True,20268.936519586267,45572.47564507761,1,2024-08-12 12:07:44.875501
31,Male,Widowed,Bachelor's,Employed,8.6,107097.0,8924.75,562.0,0.7,2,4867.38,146.02149375011822,0.016,6387.17,24,Debt Consolidation,False,0.0,True,4.4,0,0,Other,Suburban,True,41099.64146908625,148196.644496506,0,2025-03-25 12:07:44.875501
18,Male,Married,Bachelor's,Self-employed,2.7,52706.6,4392.22,644.0,4.7,3,32526.23,975.7868477304572,0.222,9031.98,24,Medical,True,247612.24,True,22.7,0,0,Other,Urban,False,0.0,52706.60040846291,1,2025-03-16 12:07:44.875501
62,Female,Married,Bachelor's,Retired,2.1,25820.62,2151.72,620.0,1.4,2,13197.2,395.91610626569417,0.184,43842.71,48,Home Improvement,True,268221.03,True,11.9,1,0,CA,Urban,False,0.0,25820.618901254365,1,2024-09-27 12:07:44.875501
18,Male,Married,Bachelor's,Retired,19.9,16307.81,1358.98,597.0,7.6,8,5692.25,170.76748451976798,0.126,49164.09,96,Auto,True,256766.2,True,3.2,2,0,Other,Suburban,False,0.0,16307.810841648241,1,2024-12-16 12:07:44.875501
18,Female,Divorced,Advanced,Employed,13.1,5827.56,485.63,718.0,12.3,6,17626.26,528.7878741247987,1.089,24476.95,96,Education,True,200664.22,True,7.0,1,0,FL,Suburban,False,0.0,5827.557059461844,0,2024-08-01 12:07:44.875501
47,Male,Divorced,Some College,Employed,17.9,28358.77,2363.23,649.0,8.8,3,15647.36,469.42066781347074,0.199,30735.68,12,Auto,True,231566.71,True,2.0,0,0,Other,Suburban,False,0.0,28358.76827251856,1,2024-03-18 12:07:44.875501
64,Female,Single,Some College,Employed,0.8,18943.08,1578.59,583.0,3.1,3,25123.7,753.7109223943551,0.477,26395.84,60,Business,True,346071.37,True,1.6,0,0,NY,Urban,True,15723.439175086853,34666.51871413436,1,2025-08-21 12:07:44.875501
51,Male,Single,Advanced,Employed,11.1,93380.76,7781.73,665.0,1.2,3,1882.6,56.47785049014156,0.007,20528.49,12,Debt Consolidation,True,184325.06,True,3.8,0,0,CA,Urban,False,0.0,93380.75601983674,1,2024-05-08 12:07:44.875501
41,Male,Married,High School,Self-employed,2.0,36348.13,3029.01,580.0,12.6,2,42779.79,1283.393832105466,0.424,2634.15,72,Auto,True,112604.05,True,1.3,0,0,Other,Urban,True,18035.23192361906,54383.36601556552,1,2025-04-14 12:07:44.875501
42,Female,Single,Bachelor's,Employed,0.1,43689.99,3640.83,596.0,3.1,2,1501.1,45.032901074059154,0.012,32159.1,48,Business,True,50000.0,False,0.0,2,0,Other,Suburban,False,0.0,43689.990538040816,1,2024-10-03 12:07:44.875501
45,Female,Widowed,Bachelor's,Employed,2.5,31584.72,2632.06,500.0,0.2,2,15121.78,453.65345506149737,0.172,51729.26,96,Auto,True,354846.03,True,3.9,2,1,NY,Urban,True,45231.39120591689,76816.11552863469,1,2024-05-03 12:07:44.875501
44,Male,Married,Bachelor's,Employed,3.6,57068.78,4755.73,604.0,6.8,5,30987.67,929.6301028631318,0.195,27553.24,72,Medical,False,0.0,True,1.0,1,0,PA,Rural,True,25906.330576509936,82975.1093482422,1,2024-10-31 12:07:44.875501
38,Male,Widowed,Bachelor's,Self-employed,0.6,47085.5,3923.79,699.0,2.3,2,10570.79,317.1236911944424,0.081,20470.72,60,Medical,True,120731.41,True,8.4,0,0,Other,Rural,False,0.0,47085.495168062196,1,2023-10-21 12:07:44.875501
36,Female,Single,Some College,Employed,3.9,62862.39,5238.53,653.0,14.7,5,60231.59,1806.9476078615717,0.345,18524.84,36,Auto,True,302877.13,True,8.9,0,0,Other,Urban,False,0.0,62862.38516244219,1,2024-07-28 12:07:44.875501
34,Female,Divorced,Advanced,Employed,8.6,72853.02,6071.09,831.0,1.2,3,35186.1,1055.582901737805,0.174,32453.81,84,Medical,True,282602.91,True,15.5,2,0,NC,Suburban,False,0.0,72853.02240031818,1,2025-01-03 12:07:44.875501
25,Female,Single,High School,Employed,2.4,30850.79,2570.9,850.0,4.6,5,13880.24,416.4072171405878,0.162,42266.59,12,Education,True,251297.89,True,8.7,0,0,MI,Suburban,True,29749.948670095328,60600.73609850416,1,2025-08-29 12:07:44.875501
31,Female,Widowed,Bachelor's,Employed,2.2,73705.13,6142.09,603.0,2.3,1,5078.2,152.3461454380035,0.025,32990.1,48,Personal,True,240255.8,True,1.7,0,0,CA,Suburban,False,0.0,73705.12714041442,1,2024-10-01 12:07:44.875501
18,Male,Single,High School,Retired,2.1,16050.82,1337.57,566.0,9.4,3,1110.27,33.307966782811796,0.025,1000.0,36,Education,True,140429.33,True,7.6,0,0,TX,Urban,False,0.0,16050.819347348726,1,2024-10-06 12:07:44.875501
